L o s s
2.58654642534
1.22798279324
0.836680537075
0.616276392733
0.493551618257
0.39302075147
0.329308597764
0.264613155814
0.220965399301
0.184888880676
0.15387934372
0.136686033726
0.115217228894
0.0971317338976
0.0813360200389
0.0641150138693
0.062122435607
0.0497966337787
0.0464656785414
0.0374654839864
0.0310580898001
0.0272711144396
0.0193803620431
0.018293333913
0.0154085902716
0.0141501218695
0.0131156201327
0.0117518271823
0.0114138266014
0.00706183345822
0.00630772043141
0.00747862794264
0.00793572172837
0.00634214919971
0.00656243750017
0.00642941719898
0.0057105884308
0.00403756481071
0.00411372520488
0.00412217375928
0.00481779768876
0.00432354295792
0.00379464471036
0.00383473642486
0.00378917492045
0.0045445377784
0.00277855120566
0.00309403205459
0.0031436419094
0.00197202846996
0.00206620668177
0.00207285618811
0.00266841538776
0.00218726616289
0.00206906919438
0.00209116499836
0.0019680699014
0.00220253214727
0.00249282232303
0.00220432457676
0.0021913573109
0.00265681228875
0.00186524290474
0.00180184423117
0.00218471686299
0.00187607771623
0.00507024567375
0.00237072525148
0.00226743984198
0.00238582248971
0.00179646722596
0.00209932930012
0.00203309084519
0.00175958331267
0.00238705869348
0.00190286247633
0.00187478184583
0.00214335273894
0.00197397128865
0.00235647852227
0.00199475338803
0.00111664020093
0.0021963544566
0.00211168951429
0.00188767317362
0.00188145452097
0.00143039235649
0.00176444669807
0.00170225900316
0.00210253094636
0.00171480760851
0.00207659093929
0.00107121368967
0.00187992748046
0.0022201719079
0.00213738364577
0.00178830660565
0.00163313456894
0.00173379793057
0.00179662060793
